Neuron Name	Soma_Surface_total_sum	N_stems_total_sum	
b-cat-10.CNG.swc	890.21	7.0	
GFP-10.CNG.swc	732.85	4.0	
GFP-11.CNG.swc	730.78	8.0	
GFP-07.CNG.swc	1047.61	7.0	
b-cat-08.CNG.swc	244.09	6.0	
GFP-14.CNG.swc	21.89	7.0	
GFP-06.CNG.swc	572.68	8.0	
b-cat-07.CNG.swc	712.69	6.0	
GFP-12.CNG.swc	2.42	5.0	
GFP-19.CNG.swc	530.82	8.0	
b-cat-14.CNG.swc	817.62	9.0	
K-Nintra-10.CNG.swc	637.88	5.0	
K-11.CNG.swc	912.57	10.0	
K-02.CNG.swc	1023.54	18.0	
K-07.CNG.swc	870.22	5.0	
b-cat-16.CNG.swc	326.35	6.0	
GFP-03.CNG.swc	819.93	9.0	
K-Nintra-23.CNG.swc	788.25	7.0	
K-Nintra-18.CNG.swc	544.72	3.0	
K-Nintra-22.CNG.swc	739.26	9.0	
K-Nintra-06.CNG.swc	853.44	8.0	
K-08.CNG.swc	519.0	4.0	
K-Nintra-19.CNG.swc	521.92	11.0	
K-Nintra-05.CNG.swc	681.75	4.0	
GFP-23.CNG.swc	918.78	4.0	
GFP-04.CNG.swc	457.8	7.0	
Nintra-09.CNG.swc	665.17	5.0	
b-cat-15.CNG.swc	828.64	10.0	
K-21.CNG.swc	835.1	10.0	
Nintra-03.CNG.swc	327.58	5.0	
b-cat-13.CNG.swc	768.79	5.0	
K-Nintra-04.CNG.swc	876.53	6.0	
GFP-18.CNG.swc	779.39	3.0	
Nintra-05.CNG.swc	961.48	7.0	
b-cat-11.CNG.swc	12.17	8.0	
Nintra-01.CNG.swc	798.43	2.0	
Nintra-11.CNG.swc	586.03	2.0	
b-cat-04.CNG.swc	1421.03	9.0	
K-15.CNG.swc	632.94	7.0	
K-14.CNG.swc	758.49	7.0	
GFP-21.CNG.swc	1363.2	7.0	
Nintra-02.CNG.swc	792.67	3.0	
K-Nintra-03.CNG.swc	588.02	7.0	
GFP-24.CNG.swc	478.45	5.0	
K-05.CNG.swc	879.7	7.0	
GFP-22.CNG.swc	769.83	4.0	
b-cat-12.CNG.swc	562.0	8.0	
GFP-05.CNG.swc	1170.2	10.0	
K-06.CNG.swc	965.65	7.0	
K-17.CNG.swc	767.33	10.0	
b-cat-01.CNG.swc	1018.82	8.0	
GFP-02.CNG.swc	458.37	4.0	
Nintra-10.CNG.swc	51.5	4.0	
GFP-16.CNG.swc	0.27	6.0	
K-Nintra-02.CNG.swc	531.26	3.0	
050803b_finaltrace.CNG.swc	364.93	5.0	
050803e_finaltrace.CNG.swc	404.94	11.0	
ACC1.CNG.swc	152.54	5.0	
050803d_finaltrace.CNG.swc	419.87	15.0	
alxP.CNG.swc	552.67	1.0	
e4cb2a2.CNG.swc	989.51	2.0	
datkoa_finaltrace.CNG.swc	375.29	7.0	
e1cb4a1.CNG.swc	921.49	1.0	
050803c_finaltrace.CNG.swc	339.63	10.0	
e4cb3a1.CNG.swc	799.12	1.0	
e1cb4a5.CNG.swc	510.76	1.0	
DATKOK_finaltrace.CNG.swc	215.63	8.0	
tcD[1].CNG.swc	2909.27	2.0	
51-2b.CNG.swc	3382.53	9.0	
51-2a.CNG.swc	612.05	5.0	
tc200.CNG.swc	3030.68	14.0	
re80.CNG.swc	1601.3	4.0	
12-22-09-Dorsal.CNG.swc	NA	NA	
03-25-09-ClassI.CNG.swc	NA	NA	
37a-traced.CNG.swc	NA	NA	
02-16-09-Class1A-40X.CNG.swc	NA	NA	
S5-D-C4-1.CNG.swc	355.34	4.0	
02-02-09-Lateral-class3A.CNG.swc	NA	NA	
92589-traced.CNG.swc	NA	NA	
10-traced.CNG.swc	NA	NA	
03-26-09-Lateral.CNG.swc	NA	NA	
S7-D-C4.CNG.swc	80.6	3.0	
5-traced.CNG.swc	NA	NA	
92595-traced.CNG.swc	NA	NA	
10-15-09-ClassII-1.CNG.swc	NA	NA	
02-16-09-ClassIV.CNG.swc	NA	NA	
11-traced.CNG.swc	NA	NA	
S3DC3.CNG.swc	NA	NA	
11-19-09-laterallCIV.CNG.swc	NA	NA	
01-16-09-CII.CNG.swc	NA	NA	
WT-C4-20.CNG.swc	602.43	2.0	
03-29-09-Dorsal-40X.CNG.swc	NA	NA	
S9-v-C2.CNG.swc	NA	NA	
1024stack56.CNG.swc	NA	NA	
S4-D-C3.CNG.swc	NA	NA	
10-15-09-ClassIII-lateral.CNG.swc	NA	NA	
wt-MARCM-C3-18-ddaF.CNG.swc	NA	NA	
1024stack2.CNG.swc	NA	NA	
tutl-MARCM-C2-13.CNG.swc	NA	NA	
S10C3.CNG.swc	NA	NA	
24-traced.CNG.swc	NA	NA	
1024stack37.CNG.swc	NA	NA	
12-22-09-ddaD.CNG.swc	NA	NA	
02-16-09-ClassII-20X.CNG.swc	NA	NA	
tutl-MARCM-C2-10.CNG.swc	NA	NA	
WT-C4-11.CNG.swc	NA	NA	
13-C3-ddaA.CNG.swc	NA	NA	
tutl-mut-C3-5.CNG.swc	NA	NA	
wt-MARCM-C3-22.CNG.swc	NA	NA	
C4S5.CNG.swc	NA	NA	
01-16-09-LateralCIII.CNG.swc	NA	NA	
tutl-mut-C3-9.CNG.swc	NA	NA	
tutl-mut-CIII-8.CNG.swc	NA	NA	
02-02-09-Class2.CNG.swc	NA	NA	
1-traced.CNG.swc	NA	NA	
S4-L-C4.CNG.swc	161.17	3.0	
37b-traced.CNG.swc	NA	NA	
Class4-3-noddaE.CNG.swc	79.43	2.0	
11-19-09-vpdaC3.CNG.swc	NA	NA	
03-29-09-ClassIV-20X-1.CNG.swc	NA	NA	
S5-D-C3.CNG.swc	NA	NA	
tutl-mut-14.CNG.swc	NA	NA	
S3DC3-2.CNG.swc	NA	NA	
2-traced.CNG.swc	NA	NA	
10-13-09-ddaF40X.CNG.swc	NA	NA	
WT-C4-12.CNG.swc	838.39	1.0	
11-23-09-LateralCIV.CNG.swc	NA	NA	
tutl-mut-16.CNG.swc	NA	NA	
92567-traced.CNG.swc	NA	NA	
tutl-mut-C3-14.CNG.swc	NA	NA	
02-19-09-CIV.CNG.swc	NA	NA	
02-19-09-ClassII.CNG.swc	NA	NA	
26-traced.CNG.swc	NA	NA	
S5LC3.CNG.swc	NA	NA	
classI.CNG.swc	NA	NA	
11-19-09-ventralCIIB.CNG.swc	NA	NA	
S5-V-C4.CNG.swc	NA	NA	
12-27-09-DorsalCIV1.CNG.swc	NA	NA	
38-C3-ddaA.CNG.swc	248.72	4.0	
12-27-09-DDaA.CNG.swc	NA	NA	
wt-MARCM-C3-21.CNG.swc	NA	NA	
02-02-09-ddaA-class3B.CNG.swc	NA	NA	
12-22-02-lateralCIII.CNG.swc	NA	NA	
20-traced.CNG.swc	7.25	2.0	
tutl-MARCM-C2-12.CNG.swc	NA	NA	
31-traced.CNG.swc	NA	NA	
92549traced.CNG.swc	NA	NA	
tutl-MARCM-C2-1.CNG.swc	NA	NA	
11-19-09-latCII.CNG.swc	NA	NA	
15-traced-wsoma.CNG.swc	45.96	4.0	
02-16-09-Class1-B40X.CNG.swc	NA	NA	
01-16-09-LatCIV.CNG.swc	NA	NA	
27-traced.CNG.swc	NA	NA	
1024stack57.CNG.swc	NA	NA	
tutl-MARCM-C2-3.CNG.swc	NA	NA	
14-traced.CNG.swc	NA	NA	
12-22-09-vpda-C3.CNG.swc	NA	NA	
11-C3-vpda.CNG.swc	NA	NA	
01-21-10-ddaF.CNG.swc	NA	NA	
S9-L-C4.CNG.swc	NA	NA	
S-5-D-C4.CNG.swc	NA	NA	
9-traced.CNG.swc	NA	NA	
tutl-mut-C2-4.CNG.swc	NA	NA	
7-traced.CNG.swc	NA	NA	
wt-MARCM-C3-19.CNG.swc	NA	NA	
10-13-09-ddaC.CNG.swc	NA	NA	
11-19-09-Ventral2.CNG.swc	NA	NA	
tutl-MARCM-C2-2.CNG.swc	NA	NA	
WT-MARCM-CIV-M1.CNG.swc	NA	NA	
39-traced.CNG.swc	NA	NA	
S6-D-C2.CNG.swc	NA	NA	
11-02-09-ddaD.CNG.swc	NA	NA	
11-02-09-ddaA.CNG.swc	NA	NA	
12-24-09-ddaE.CNG.swc	NA	NA	
wt-MARCM-C3-45.CNG.swc	NA	NA	
S6-L-C3.CNG.swc	NA	NA	
11-12-09-dorsalCIV.CNG.swc	NA	NA	
tutl-MARCM-C2-8.CNG.swc	NA	NA	
23-traced.CNG.swc	NA	NA	
tutl-mut-C3-4.CNG.swc	NA	NA	
02-02-09-ClassIV-1.CNG.swc	NA	NA	
29-traced.CNG.swc	NA	NA	
03-25-ClassIII-Lateral.CNG.swc	NA	NA	
03-29-09-Ventral-ClassII-20X.CNG.swc	NA	NA	
36-traced.CNG.swc	NA	NA	
11-12-09-ddaD40X1.CNG.swc	NA	NA	
wt-MARCM-C3-2.CNG.swc	NA	NA	
tutl-mut-C1-1.CNG.swc	NA	NA	
S3D3-3.CNG.swc	NA	NA	
wt-MARCM-C3-1.CNG.swc	NA	NA	
tutl-MARCM-C2-11.CNG.swc	NA	NA	
03-27-09-LateralCIV1.CNG.swc	NA	NA	
38-traced.CNG.swc	NA	NA	
12-22-09-ddaD3.CNG.swc	NA	NA	
S5-D-C4-2.CNG.swc	1.02	2.0	
02-16-09-Class3A.CNG.swc	NA	NA	
12-22-09-Lateral.CNG.swc	NA	NA	
03-25-09-ClassIV.CNG.swc	NA	NA	
03-23-09-Class3Lateral.CNG.swc	NA	NA	
02-19-09-Class340X.CNG.swc	NA	NA	
tutl-MARCM-C2-9.CNG.swc	NA	NA	
01-23-10-ventralCII.CNG.swc	NA	NA	
tutl-mut-C3-15.CNG.swc	NA	NA	
03-23-09-Lateral2.CNG.swc	NA	NA	
13-traced.CNG.swc	NA	NA	
28-traced.CNG.swc	NA	NA	
02-02-09-CIV-B.CNG.swc	NA	NA	
S4-V-C4.CNG.swc	264.6	3.0	
01-22-10-ddaE.CNG.swc	NA	NA	
11-19-09-dorsalCIV.CNG.swc	NA	NA	
c4s9v.CNG.swc	280.38	3.0	
34-traced.CNG.swc	NA	NA	
tutl-mut-CIV-19.CNG.swc	NA	NA	
S4-L-C4-1.CNG.swc	759.19	4.0	
cnic_076.CNG.swc	993.53	8.0	
cnic_037.CNG.swc	670.79	7.0	
cnic_015.CNG.swc	631.01	7.0	
cnic_026.CNG.swc	830.17	8.0	
cnic_074.CNG.swc	1686.58	8.0	
cnic_061.CNG.swc	1076.52	7.0	
cnic_067.CNG.swc	1070.49	4.0	
cnic_078.CNG.swc	745.84	6.0	
cnic_036.CNG.swc	804.04	7.0	
cnic_079.CNG.swc	1016.91	7.0	
cnic_041.CNG.swc	818.37	5.0	
cnic_059.CNG.swc	953.07	7.0	
cnic_077.CNG.swc	1182.99	7.0	
cnic_029.CNG.swc	921.82	7.0	
cnic_054.CNG.swc	993.53	8.0	
cnic_055.CNG.swc	993.09	8.0	
cnic_018.CNG.swc	977.07	7.0	
cnic_035.CNG.swc	790.23	7.0	
cnic_056.CNG.swc	673.54	8.0	
cnic_023.CNG.swc	1122.34	6.0	
cnic_024.CNG.swc	1017.36	8.0	
cnic_047.CNG.swc	1003.17	6.0	
cnic_071.CNG.swc	1348.58	8.0	
cnic_070.CNG.swc	1042.15	9.0	
cnic_012.CNG.swc	1226.04	7.0	
cnic_007.CNG.swc	652.55	7.0	
cnic_038.CNG.swc	1067.71	8.0	
cnic_048.CNG.swc	1145.5	8.0	
cnic_044.CNG.swc	964.04	5.0	
cnic_027.CNG.swc	0.0	5.0	
cnic_032.CNG.swc	1017.13	4.0	
cnic_069.CNG.swc	1062.61	7.0	
cnic_050.CNG.swc	951.32	8.0	
cnic_051.CNG.swc	843.09	9.0	
cnic_075.CNG.swc	796.62	7.0	
cnic_045.CNG.swc	1469.89	12.0	
cnic_049.CNG.swc	784.46	7.0	
cnic_052.CNG.swc	1078.15	8.0	
cnic_028.CNG.swc	730.43	5.0	
cnic_065.CNG.swc	1165.5	7.0	
cnic_030.CNG.swc	1110.51	5.0	
cnic_040.CNG.swc	1585.95	8.0	
cnic_013.CNG.swc	943.03	7.0	
cnic_053.CNG.swc	981.28	7.0	
cnic_019.CNG.swc	1412.57	8.0	
cnic_058.CNG.swc	727.18	7.0	
cnic_004.CNG.swc	679.44	5.0	
cnic_020.CNG.swc	1070.72	6.0	
cnic_001.CNG.swc	834.26	6.0	
cnic_021.CNG.swc	1305.72	7.0	
cnic_073.CNG.swc	2757.47	7.0	
cnic_064.CNG.swc	1181.28	9.0	
cnic_063.CNG.swc	1037.58	8.0	
cnic_062.CNG.swc	1254.49	7.0	
cnic_072.CNG.swc	782.67	8.0	
cnic_060.CNG.swc	1184.94	7.0	
cnic_068.CNG.swc	1026.65	8.0	
cnic_025.CNG.swc	796.62	8.0	
cnic_043.CNG.swc	1096.15	6.0	
cnic_005.CNG.swc	994.2	6.0	
cnic_002.CNG.swc	670.79	7.0	
cnic_010.CNG.swc	897.24	7.0	
cnic_011.CNG.swc	1254.24	6.0	
cnic_016.CNG.swc	925.05	6.0	
cnic_057.CNG.swc	829.56	7.0	
cnic_017.CNG.swc	689.64	6.0	
cnic_009.CNG.swc	1425.66	8.0	
cnic_006.CNG.swc	1410.98	8.0	
cnic_042.CNG.swc	1163.57	5.0	
cnic_066.CNG.swc	1685.71	8.0	
cnic_014.CNG.swc	731.97	7.0	
cnic_046.CNG.swc	581.97	7.0	
cnic_003.CNG.swc	844.74	6.0	
cnic_039.CNG.swc	1516.72	5.0	
cnic_008.CNG.swc	1048.1	9.0	
cnic_031.CNG.swc	952.63	5.0	
cnic_033.CNG.swc	811.09	6.0	
cnic_034.CNG.swc	811.89	7.0	
cnic_022.CNG.swc	1510.66	7.0	
cnic_080.CNG.swc	1141.43	7.0	
SPLENIUS-DVS25-2.CNG.swc	8852.58	7.0	
SPLENIUS-DVS31-1.CNG.swc	8843.91	8.0	
SPLENIUS-DVS23-4.CNG.swc	10945.9	11.0	
SPLENIUS-DVS22-3.CNG.swc	14429.4	14.0	
SPLENIUS-DVS14-1.CNG.swc	5366.25	15.0	
SPLENIUS-LVN12.CNG.swc	12859.4	13.0	
SPLENIUS-DVS25-3.CNG.swc	8610.5	13.0	
BCCM-LVN41.CNG.swc	28245.5	12.0	
SPLENIUS-DVS22-2.CNG.swc	11902.2	12.0	
SPLENIUS-DVS31-2.CNG.swc	12566.9	8.0	
SPLENIUS-DVS25-5.CNG.swc	2730.55	9.0	
cck7651.CNG.swc	60.23	5.0	
pv08b.CNG.swc	7.06	2.0	
pv22b.CNG.swc	7.06	7.0	
pv22e.CNG.swc	7.06	4.0	
cr22j.CNG.swc	0.0	3.0	
cb7f.CNG.swc	8.03	3.0	
cb7b.CNG.swc	8.03	4.0	
pc4k.CNG.swc	1256.0	6.0	
pc4g.CNG.swc	1256.0	5.0	
pv08c.CNG.swc	7.06	5.0	
cb27f.CNG.swc	8.03	4.0	
pv08d.CNG.swc	7.06	4.0	
cb29c.CNG.swc	0.0	3.0	
pv22h.CNG.swc	7.06	5.0	
cck7741.CNG.swc	60.23	4.0	
cr22e.CNG.swc	2.0	2.0	
pv08g.CNG.swc	7.06	6.0	
pc4f.CNG.swc	1256.0	5.0	
cck7635.CNG.swc	60.23	4.0	
pc1c.CNG.swc	1256.0	4.0	
cr9h.CNG.swc	5.3	3.0	
cr22g.CNG.swc	2.0	2.0	
cck7653.CNG.swc	60.23	4.0	
cr20b.CNG.swc	0.0	3.0	
cb7a.CNG.swc	8.03	5.0	
pv22l.CNG.swc	0.0	3.0	
cr22b.CNG.swc	2.0	6.0	
cr10f.CNG.swc	2.0	3.0	
pc4b.CNG.swc	1256.0	6.0	
cr22h.CNG.swc	2.0	2.0	
cr20a.CNG.swc	2.0	2.0	
cck7732.CNG.swc	60.23	4.0	
pc4d.CNG.swc	1256.0	4.0	
pc1a.CNG.swc	1256.0	4.0	
cr9e.CNG.swc	2.0	2.0	
cb27c.CNG.swc	8.03	4.0	
cr22d.CNG.swc	4.52	2.0	
cr22a.CNG.swc	0.0	3.0	
cck7654.CNG.swc	60.23	6.0	
cck0642.CNG.swc	60.23	3.0	
cr22f.CNG.swc	0.0	3.0	
cb27d.CNG.swc	8.03	4.0	
cb29a.CNG.swc	8.03	5.0	
cck7632.CNG.swc	60.23	3.0	
pv09e.CNG.swc	78.5	5.0	
pv22j.CNG.swc	7.06	5.0	
cr20c.CNG.swc	2.0	4.0	
cr10c.CNG.swc	0.21	4.0	
cr9i.CNG.swc	0.0	3.0	
cr10d.CNG.swc	2.0	2.0	
pv09b.CNG.swc	7.06	4.0	
pc4e.CNG.swc	1256.0	3.0	
cck7731.CNG.swc	60.23	4.0	
cr10a.CNG.swc	0.0	3.0	
cr9g.CNG.swc	2.0	2.0	
cr9f.CNG.swc	2.0	5.0	
cr9c.CNG.swc	0.0	3.0	
cr9j.CNG.swc	2.0	2.0	
cb27e.CNG.swc	8.03	5.0	
cck7652.CNG.swc	60.23	4.0	
cck7733.CNG.swc	20.9	6.0	
pc4j.CNG.swc	1256.0	4.0	
cb27h.CNG.swc	8.03	6.0	
cr9d.CNG.swc	1.13	4.0	
pc4a.CNG.swc	1256.0	5.0	
cck7636.CNG.swc	60.23	4.0	
cr10b.CNG.swc	0.0	3.0	
pv09a.CNG.swc	7.06	4.0	
cr22k.CNG.swc	36.29	3.0	
cb7c.CNG.swc	0.0	3.0	
cb27a.CNG.swc	8.03	6.0	
pc4h.CNG.swc	1256.0	4.0	
pv22n.CNG.swc	0.0	3.0	
pv08f.CNG.swc	7.06	6.0	
cb7d.CNG.swc	8.03	3.0	
cb7e.CNG.swc	8.03	4.0	
cr9a.CNG.swc	0.0	3.0	
pv22c.CNG.swc	0.0	3.0	
cr22c.CNG.swc	0.0	3.0	
cck7655.CNG.swc	60.23	6.0	
pc2b.CNG.swc	1256.0	4.0	
pv09c.CNG.swc	7.06	4.0	
pc1b.CNG.swc	1256.0	4.0	
cb27i.CNG.swc	8.03	5.0	
cr22i.CNG.swc	0.0	3.0	
pv08e.CNG.swc	0.0	3.0	
cb29b.CNG.swc	158.75	4.0	
pc4c.CNG.swc	1256.0	6.0	
pc2a.CNG.swc	1256.0	4.0	
cb27g.CNG.swc	8.03	3.0	
cck7641.CNG.swc	60.23	4.0	
pv22m.CNG.swc	7.06	7.0	
pv22k.CNG.swc	7.06	4.0	
pc4i.CNG.swc	1256.0	4.0	
pc4m.CNG.swc	1256.0	4.0	
pc4n.CNG.swc	1256.0	4.0	
cr9b.CNG.swc	0.0	3.0	
pv22f.CNG.swc	7.06	4.0	
cb7g.CNG.swc	8.03	2.0	
L44b.CNG.swc	4036.03	5.0	
L15c.CNG.swc	3769.52	7.0	
L20c.CNG.swc	4220.93	3.0	
L14c.CNG.swc	4961.22	7.0	
L17b.CNG.swc	2914.06	5.0	
L13c.CNG.swc	3635.86	7.0	
L13e.CNG.swc	4292.64	7.0	
L16a.CNG.swc	2379.84	6.0	
L14a.CNG.swc	4869.46	7.0	
L28d.CNG.swc	7841.43	2.0	
L36e.CNG.swc	4132.99	5.0	
L18c.CNG.swc	6177.57	9.0	
L35a.CNG.swc	2270.09	3.0	
L15.CNG.swc	4700.14	7.0	
L16c.CNG.swc	8679.1	6.0	
L44a.CNG.swc	3804.61	6.0	
ca3c-N5-.CNG.swc	35.33	6.0	
07-L5-6int-44.CNG.swc	496.56	5.0	
04-cutL5pyr-na.CNG.swc	739.95	6.0	
24-L5int-120.CNG.swc	771.35	5.0	
27-L5pyr-56.CNG.swc	1023.22	9.0	
16-L5-na.CNG.swc	1095.56	10.0	
10-L3pyr-75.CNG.swc	562.36	6.0	
08-L5int-na.CNG.swc	467.95	4.0	
04-cutL56pyr-na.CNG.swc	1098.73	11.0	
13-L3pyr-77.CNG.swc	708.95	7.0	
06-L5int-55.CNG.swc	706.57	7.0	
0-L5int-na.CNG.swc	601.36	4.0	
05-cutL5pyr-38.CNG.swc	1360.96	6.0	
02-l6int-na.CNG.swc	390.11	4.0	
03-L2int-79.CNG.swc	314.0	5.0	
03-L3pyr-na.CNG.swc	845.87	10.0	
09-L5int-60.CNG.swc	768.19	10.0	
09-L2int-na.CNG.swc	635.47	6.0	
49-L5pyr-na.CNG.swc	1455.25	7.0	
23-l5pyr-35.CNG.swc	878.75	8.0	
03-cutL5pyr-na.CNG.swc	538.6	8.0	
05-L3pyr-103.CNG.swc	690.67	9.0	
32-L5pyr-28.CNG.swc	1990.78	6.0	
14-L2int-na.CNG.swc	530.74	36.0	
0-cutL5pyr-70.CNG.swc	1252.67	9.0	
08-L2int-80.CNG.swc	968.72	4.0	
02-L5int-61.CNG.swc	554.88	8.0	
15-L5pyr-65.CNG.swc	1362.35	5.0	
0-l3pyr-38.CNG.swc	562.72	12.0	
sn4dnx.CNG.swc	7056.91	4.0	
sn5gnx.CNG.swc	2698.22	4.0	
sn37n1.CNG.swc	5259.3	4.0	
sn13gnx.CNG.swc	5659.62	5.0	
sn8d.CNG.swc	1426.06	6.0	
sn18gk.CNG.swc	1915.84	5.0	
sn18y.CNG.swc	2328.91	5.0	
sn5dnx.CNG.swc	5569.33	5.0	
sn37n21.CNG.swc	1621.15	6.0	
sn8gy.CNG.swc	1491.84	5.0	
sn6dnx.CNG.swc	3799.24	4.0	
sn10.CNG.swc	1644.2	3.0	
102-22-19.CNG.swc	614.91	6.0	
130-30-27.CNG.swc	950.51	9.0	
031-34-23.CNG.swc	601.45	7.0	
130-36-11.CNG.swc	1164.85	4.0	
144-19-11.CNG.swc	709.03	10.0	
1-S8-1.CNG.swc	5334.49	6.0	
5-S14-3.CNG.swc	4226.47	5.0	
2-S12-A1.CNG.swc	6053.53	8.0	
ACELL160.CNG.swc	812.5	5.0	
06104R1.CNG.swc	1871.9	1.0	
43117R1.CNG.swc	606.89	2.0	
ACELL315.CNG.swc	1252.6	13.0	
9-S2-B4.CNG.swc	3333.55	5.0	
C2.CNG.swc	1959.28	2.0	
1-S20-1.CNG.swc	7050.0	6.0	
2-S9-A1.CNG.swc	3683.82	6.0	
18104R1.CNG.swc	636.92	1.0	
7512R1.CNG.swc	801.35	1.0	
L2.CNG.swc	6001.26	6.0	
ORANGE1.CNG.swc	714.62	7.0	
ACELL178.CNG.swc	633.23	9.0	
43115R2.CNG.swc	1035.99	2.0	
90904R3.CNG.swc	1292.23	2.0	
E-S13-4.CNG.swc	6427.41	6.0	
2-S5-B1.CNG.swc	4234.05	7.0	
9-S5-C1.CNG.swc	4114.26	5.0	
ACELL154.CNG.swc	1317.01	8.0	
30308M2.CNG.swc	1308.7	2.0	
AQ1.CNG.swc	1345.2	1.0	
YELLOW3.CNG.swc	1206.6	7.0	
30308R1.CNG.swc	1714.52	2.0	
E-S14-1.CNG.swc	4965.74	4.0	
4-S15-2.CNG.swc	4770.75	6.0	
L1.CNG.swc	6387.75	5.0	
ACELL170.CNG.swc	1130.32	12.0	
6-S3-1.CNG.swc	3761.28	5.0	
65110R2.CNG.swc	809.32	1.0	
65114R2.CNG.swc	1261.68	1.0	
J1.CNG.swc	858.49	6.0	
F165-1.CNG.swc	648.91	8.0	
1-S3-1.CNG.swc	8268.34	5.0	
0712RS-2.CNG.swc	995.32	2.0	
C-S2-B1.CNG.swc	3811.15	5.0	
B-S9-B1.CNG.swc	5323.08	6.0	
ACELL161.CNG.swc	984.73	6.0	
17109R1.CNG.swc	1316.38	1.0	
ACELL101.CNG.swc	1597.41	1.0	
0712RS-1.CNG.swc	717.36	1.0	
N1.CNG.swc	1174.71	6.0	
1-S1-B2.CNG.swc	5363.36	5.0	
3-S7-2.CNG.swc	5403.1	6.0	
17109M1.CNG.swc	1391.95	1.0	
75114R1.CNG.swc	2229.03	1.0	
92105R1.CNG.swc	1187.3	1.0	
8-S5-A2.CNG.swc	5330.24	5.0	
18109RM1.CNG.swc	1594.56	1.0	
8-S11-B1.CNG.swc	6757.67	5.0	
ACELL179.CNG.swc	1261.66	6.0	
E-S13-3.CNG.swc	6642.1	6.0	
09206R1.CNG.swc	972.02	2.0	
5-S19-3.CNG.swc	4246.31	6.0	
ACELL100.CNG.swc	1344.81	1.0	
ACELL200.CNG.swc	822.73	6.0	
ACELL176.CNG.swc	806.45	9.0	
0712LS-2.CNG.swc	1234.36	2.0	
R5.CNG.swc	5050.6	4.0	
43115R3.CNG.swc	639.85	2.0	
E-S10-1.CNG.swc	4921.31	4.0	
6-S7-1.CNG.swc	3915.05	6.0	
8-S8-B2.CNG.swc	7093.52	6.0	
ORANGE2.CNG.swc	759.59	7.0	
06211L1.CNG.swc	1728.14	1.0	
ACELL313.CNG.swc	1156.69	13.0	
5-S15-1.CNG.swc	5630.33	7.0	
E3.CNG.swc	1285.26	7.0	
ACELL328.CNG.swc	727.66	7.0	
B-S6-A3.CNG.swc	3951.19	4.0	
ACELL307.CNG.swc	1235.1	9.0	
N2.CNG.swc	825.38	11.0	
ACELL175.CNG.swc	720.79	12.0	
ACELL206.CNG.swc	1138.92	6.0	
7512R6.CNG.swc	898.67	1.0	
17108M2.CNG.swc	867.23	1.0	
E-S1-1.CNG.swc	4395.16	4.0	
9-S6-C1.CNG.swc	4094.19	4.0	
30308R2.CNG.swc	2121.79	2.0	
2-S4-A2.CNG.swc	3312.69	6.0	
91106L1.CNG.swc	1284.89	1.0	
B-S5-B1.CNG.swc	8027.43	4.0	
ACELL320.CNG.swc	837.44	9.0	
7512L4.CNG.swc	833.95	1.0	
03214L4.CNG.swc	797.27	2.0	
4-S6-1.CNG.swc	4190.68	6.0	
D-S17-3.CNG.swc	5190.8	5.0	
ACELL312.CNG.swc	844.63	7.0	
06108L3.CNG.swc	1886.45	1.0	
3-S17-4.CNG.swc	6474.75	5.0	
65115L1.CNG.swc	1011.98	1.0	
B-S13-B1.CNG.swc	5515.12	6.0	
7-S11-1.CNG.swc	4963.27	5.0	
ACELL166.CNG.swc	947.82	7.0	
L4.CNG.swc	6730.95	9.0	
91105L1.CNG.swc	1159.58	1.0	
7502LS-1.CNG.swc	995.43	1.0	
09202R1.CNG.swc	973.1	2.0	
ACELL20.CNG.swc	1146.46	1.0	
43115L1.CNG.swc	841.69	2.0	
06211L2.CNG.swc	1640.5	1.0	
D-S9-2.CNG.swc	6135.1	7.0	
4-S16-1.CNG.swc	3657.18	6.0	
1-S4-1.CNG.swc	7755.8	6.0	
4-S17-1.CNG.swc	3931.23	4.0	
7-S12-4.CNG.swc	4372.0	6.0	
C-S3-A4.CNG.swc	4866.72	7.0	
ACELL165.CNG.swc	997.11	7.0	
GREEN1.CNG.swc	1173.01	8.0	
91206L1.CNG.swc	1167.93	1.0	
1-S17-1.CNG.swc	6369.81	7.0	
91205L1.CNG.swc	927.35	1.0	
ACELL5.CNG.swc	952.08	5.0	
R4.CNG.swc	9655.64	6.0	
8-S5-B1.CNG.swc	6001.26	6.0	
B1.CNG.swc	927.31	8.0	
92104R1.CNG.swc	810.45	1.0	
1-S1-B4.CNG.swc	5883.78	5.0	
ACELL209.CNG.swc	891.51	17.0	
C-S3-A2.CNG.swc	3454.57	7.0	
D-S18-2.CNG.swc	4307.6	5.0	
8-S7-A2.CNG.swc	4579.76	7.0	
03204L1.CNG.swc	998.0	2.0	
03214L2.CNG.swc	950.91	2.0	
E-S13-2.CNG.swc	4032.99	8.0	
B-161-4.CNG.swc	1023.13	7.0	
18109L1.CNG.swc	1761.06	1.0	
07113L1.CNG.swc	1029.45	1.0	
ACELL310.CNG.swc	971.76	11.0	
65213R2.CNG.swc	821.94	1.0	
ACELL208.CNG.swc	731.87	10.0	
6-S6-1.CNG.swc	5179.17	5.0	
D-S11-1.CNG.swc	4596.18	6.0	
ACELL153.CNG.swc	782.18	10.0	
1-S3-A2.CNG.swc	5954.57	5.0	
1-S12-1.CNG.swc	5565.08	7.0	
